name,displayName,description,exemptionCategory,expiresOn,scope,policyAssignmentId,policyDefinitionReferenceIds,resourceSelectors,metadata,assignmentScopeValidation
1bbb48357e9441c3a40eb175,Tenant Root Group - NETWORKING - Public network access should be disabled for PaaS services,Resource Deployed before 5/1/2024,Waiver,6/1/2024 5:00,/providers/Microsoft.Management/managementGroups/4fb849a3-3ff3-4362-af8e-45174cd753dd,/providers/Microsoft.Management/managementGroups/4fb849a3-3ff3-4362-af8e-45174cd753dd/providers/Microsoft.Authorization/policyAssignments/msft-pubPaaS,StorageDenyPaasPublicIP,,,
